Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Katalon certificate,Firefox 118.0,,,2023-10-09 10:08:59,2023-10-09 10:10:07,"1m - 8,466s",PASSED
,,,,,,,
Test Cases/Test cases for getting katalon degree/test case 1,Firefox 118.0,,,2023-10-09 10:08:59,2023-10-09 10:09:13,"14,663s",PASSED
"openBrowser("""")",Firefox 118.0,,,2023-10-09 10:08:59,2023-10-09 10:09:03,"4,355s",PASSED
"navigateToUrl(""https://cms.demo.katalon.com/"")",Firefox 118.0,,,2023-10-09 10:09:03,2023-10-09 10:09:06,"2,504s",PASSED
"click(findTestObject(""Object Repository/Page_Katalon Shop  Katalon Ecommerce/a_My account""))",Firefox 118.0,,,2023-10-09 10:09:06,2023-10-09 10:09:07,"1,478s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_My account  Katalon Shop/h2_Recent Posts""), 0)",Firefox 118.0,,,2023-10-09 10:09:07,2023-10-09 10:09:08,"0,400s",PASSED
"click(findTestObject(""Object Repository/Page_My account  Katalon Shop/button_Log in""))",Firefox 118.0,,,2023-10-09 10:09:08,2023-10-09 10:09:09,"1,136s",PASSED
"click(findTestObject(""Object Repository/Page_My account  Katalon Shop/a_Sample Page""))",Firefox 118.0,,,2023-10-09 10:09:09,2023-10-09 10:09:10,"1,261s",PASSED
"rightClick(findTestObject(""Object Repository/Page_Sample Page  Katalon Shop/a_Checkout""))",Firefox 118.0,,,2023-10-09 10:09:10,2023-10-09 10:09:11,"0,588s",PASSED
"click(findTestObject(""Object Repository/Page_Sample Page  Katalon Shop/blockquote_Hi there Im a bike messenger by _996985""))",Firefox 118.0,,,2023-10-09 10:09:11,2023-10-09 10:09:11,"0,625s",PASSED
"rightClick(findTestObject(""Object Repository/Page_Sample Page  Katalon Shop/p_Hi there Im a bike messenger by day, aspi_ed905b""))",Firefox 118.0,,,2023-10-09 10:09:11,2023-10-09 10:09:12,"0,423s",PASSED
"click(findTestObject(""Object Repository/Page_Sample Page  Katalon Shop/p_This is an example page. Its different fr_b854e3""))",Firefox 118.0,,,2023-10-09 10:09:12,2023-10-09 10:09:12,"0,509s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Sample Page  Katalon Shop/h1_Sample Page""), ""Sample Page"")",Firefox 118.0,,,2023-10-09 10:09:12,2023-10-09 10:09:13,"0,307s",PASSED
closeBrowser(),Firefox 118.0,,,2023-10-09 10:09:13,2023-10-09 10:09:13,"0,873s",PASSED
,,,,,,,
Test Cases/Test cases for getting katalon degree/Test case 2,Firefox 118.0,,,2023-10-09 10:09:13,2023-10-09 10:09:27,"13,901s",PASSED
"openBrowser("""")",Firefox 118.0,,,2023-10-09 10:09:13,2023-10-09 10:09:17,"3,499s",PASSED
"navigateToUrl(""https://cms.demo.katalon.com/"")",Firefox 118.0,,,2023-10-09 10:09:17,2023-10-09 10:09:20,"2,679s",PASSED
"click(findTestObject(""Object Repository/Page_Katalon Shop  Katalon Ecommerce/a_My account""))",Firefox 118.0,,,2023-10-09 10:09:20,2023-10-09 10:09:21,"1,386s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_My account  Katalon Shop/h2_Recent Posts""), 0)",Firefox 118.0,,,2023-10-09 10:09:21,2023-10-09 10:09:21,"0,396s",PASSED
"click(findTestObject(""Object Repository/Page_My account  Katalon Shop/button_Log in""))",Firefox 118.0,,,2023-10-09 10:09:21,2023-10-09 10:09:23,"1,099s",PASSED
"click(findTestObject(""Object Repository/Page_My account  Katalon Shop/a_Sample Page""))",Firefox 118.0,,,2023-10-09 10:09:23,2023-10-09 10:09:24,"1,310s",PASSED
"rightClick(findTestObject(""Object Repository/Page_Sample Page  Katalon Shop/a_Checkout""))",Firefox 118.0,,,2023-10-09 10:09:24,2023-10-09 10:09:25,"0,686s",PASSED
"click(findTestObject(""Object Repository/Page_Sample Page  Katalon Shop/blockquote_Hi there Im a bike messenger by _996985""))",Firefox 118.0,,,2023-10-09 10:09:25,2023-10-09 10:09:25,"0,624s",PASSED
"rightClick(findTestObject(""Object Repository/Page_Sample Page  Katalon Shop/p_Hi there Im a bike messenger by day, aspi_ed905b""))",Firefox 118.0,,,2023-10-09 10:09:25,2023-10-09 10:09:26,"0,421s",PASSED
"click(findTestObject(""Object Repository/Page_Sample Page  Katalon Shop/p_This is an example page. Its different fr_b854e3""))",Firefox 118.0,,,2023-10-09 10:09:26,2023-10-09 10:09:26,"0,508s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Sample Page  Katalon Shop/h1_Sample Page""), ""Sample Page"")",Firefox 118.0,,,2023-10-09 10:09:26,2023-10-09 10:09:26,"0,296s",PASSED
closeBrowser(),Firefox 118.0,,,2023-10-09 10:09:26,2023-10-09 10:09:27,"0,913s",PASSED
,,,,,,,
Test Cases/Test cases for getting katalon degree/test case 3,Firefox 118.0,,,2023-10-09 10:09:27,2023-10-09 10:09:41,"13,247s",PASSED
"openBrowser("""")",Firefox 118.0,,,2023-10-09 10:09:27,2023-10-09 10:09:30,"3,032s",PASSED
"navigateToUrl(""https://cms.demo.katalon.com/"")",Firefox 118.0,,,2023-10-09 10:09:30,2023-10-09 10:09:33,"2,578s",PASSED
"click(findTestObject(""Object Repository/Page_Katalon Shop  Katalon Ecommerce/a_My account""))",Firefox 118.0,,,2023-10-09 10:09:33,2023-10-09 10:09:34,"1,403s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_My account  Katalon Shop/h2_Recent Posts""), 0)",Firefox 118.0,,,2023-10-09 10:09:34,2023-10-09 10:09:35,"0,393s",PASSED
"click(findTestObject(""Object Repository/Page_My account  Katalon Shop/button_Log in""))",Firefox 118.0,,,2023-10-09 10:09:35,2023-10-09 10:09:36,"1,068s",PASSED
"click(findTestObject(""Object Repository/Page_My account  Katalon Shop/a_Sample Page""))",Firefox 118.0,,,2023-10-09 10:09:36,2023-10-09 10:09:37,"1,204s",PASSED
"rightClick(findTestObject(""Object Repository/Page_Sample Page  Katalon Shop/a_Checkout""))",Firefox 118.0,,,2023-10-09 10:09:37,2023-10-09 10:09:38,"0,692s",PASSED
"click(findTestObject(""Object Repository/Page_Sample Page  Katalon Shop/blockquote_Hi there Im a bike messenger by _996985""))",Firefox 118.0,,,2023-10-09 10:09:38,2023-10-09 10:09:38,"0,627s",PASSED
"rightClick(findTestObject(""Object Repository/Page_Sample Page  Katalon Shop/p_Hi there Im a bike messenger by day, aspi_ed905b""))",Firefox 118.0,,,2023-10-09 10:09:38,2023-10-09 10:09:39,"0,424s",PASSED
"click(findTestObject(""Object Repository/Page_Sample Page  Katalon Shop/p_This is an example page. Its different fr_b854e3""))",Firefox 118.0,,,2023-10-09 10:09:39,2023-10-09 10:09:39,"0,519s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Sample Page  Katalon Shop/h1_Sample Page""), ""Sample Page"")",Firefox 118.0,,,2023-10-09 10:09:39,2023-10-09 10:09:40,"0,298s",PASSED
closeBrowser(),Firefox 118.0,,,2023-10-09 10:09:40,2023-10-09 10:09:41,"0,910s",PASSED
,,,,,,,
Test Cases/Test cases for getting katalon degree/test case 4,Firefox 118.0,,,2023-10-09 10:09:41,2023-10-09 10:09:54,"13,342s",PASSED
"openBrowser("""")",Firefox 118.0,,,2023-10-09 10:09:41,2023-10-09 10:09:44,"3,025s",PASSED
"navigateToUrl(""https://cms.demo.katalon.com/"")",Firefox 118.0,,,2023-10-09 10:09:44,2023-10-09 10:09:46,"2,657s",PASSED
"click(findTestObject(""Object Repository/Page_Katalon Shop  Katalon Ecommerce/a_My account""))",Firefox 118.0,,,2023-10-09 10:09:46,2023-10-09 10:09:48,"1,392s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_My account  Katalon Shop/h2_Recent Posts""), 0)",Firefox 118.0,,,2023-10-09 10:09:48,2023-10-09 10:09:48,"0,383s",PASSED
"click(findTestObject(""Object Repository/Page_My account  Katalon Shop/button_Log in""))",Firefox 118.0,,,2023-10-09 10:09:48,2023-10-09 10:09:49,"0,994s",PASSED
"click(findTestObject(""Object Repository/Page_My account  Katalon Shop/a_Sample Page""))",Firefox 118.0,,,2023-10-09 10:09:49,2023-10-09 10:09:50,"1,243s",PASSED
"rightClick(findTestObject(""Object Repository/Page_Sample Page  Katalon Shop/a_Checkout""))",Firefox 118.0,,,2023-10-09 10:09:50,2023-10-09 10:09:51,"0,680s",PASSED
"click(findTestObject(""Object Repository/Page_Sample Page  Katalon Shop/blockquote_Hi there Im a bike messenger by _996985""))",Firefox 118.0,,,2023-10-09 10:09:51,2023-10-09 10:09:52,"0,721s",PASSED
"rightClick(findTestObject(""Object Repository/Page_Sample Page  Katalon Shop/p_Hi there Im a bike messenger by day, aspi_ed905b""))",Firefox 118.0,,,2023-10-09 10:09:52,2023-10-09 10:09:52,"0,415s",PASSED
"click(findTestObject(""Object Repository/Page_Sample Page  Katalon Shop/p_This is an example page. Its different fr_b854e3""))",Firefox 118.0,,,2023-10-09 10:09:52,2023-10-09 10:09:53,"0,512s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Sample Page  Katalon Shop/h1_Sample Page""), ""Sample Page"")",Firefox 118.0,,,2023-10-09 10:09:53,2023-10-09 10:09:53,"0,305s",PASSED
closeBrowser(),Firefox 118.0,,,2023-10-09 10:09:53,2023-10-09 10:09:54,"0,920s",PASSED
,,,,,,,
Test Cases/Test cases for getting katalon degree/test case 5,Firefox 118.0,,,2023-10-09 10:09:54,2023-10-09 10:10:07,"13,126s",PASSED
"openBrowser("""")",Firefox 118.0,,,2023-10-09 10:09:54,2023-10-09 10:09:57,"2,789s",PASSED
"navigateToUrl(""https://cms.demo.katalon.com/"")",Firefox 118.0,,,2023-10-09 10:09:57,2023-10-09 10:10:00,"2,904s",PASSED
"click(findTestObject(""Object Repository/Page_Katalon Shop  Katalon Ecommerce/a_My account""))",Firefox 118.0,,,2023-10-09 10:10:00,2023-10-09 10:10:01,"1,299s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_My account  Katalon Shop/h2_Recent Posts""), 0)",Firefox 118.0,,,2023-10-09 10:10:01,2023-10-09 10:10:01,"0,395s",PASSED
"click(findTestObject(""Object Repository/Page_My account  Katalon Shop/button_Log in""))",Firefox 118.0,,,2023-10-09 10:10:01,2023-10-09 10:10:02,"1,021s",PASSED
"click(findTestObject(""Object Repository/Page_My account  Katalon Shop/a_Sample Page""))",Firefox 118.0,,,2023-10-09 10:10:02,2023-10-09 10:10:04,"1,229s",PASSED
"rightClick(findTestObject(""Object Repository/Page_Sample Page  Katalon Shop/a_Checkout""))",Firefox 118.0,,,2023-10-09 10:10:04,2023-10-09 10:10:04,"0,679s",PASSED
"click(findTestObject(""Object Repository/Page_Sample Page  Katalon Shop/blockquote_Hi there Im a bike messenger by _996985""))",Firefox 118.0,,,2023-10-09 10:10:04,2023-10-09 10:10:05,"0,618s",PASSED
"rightClick(findTestObject(""Object Repository/Page_Sample Page  Katalon Shop/p_Hi there Im a bike messenger by day, aspi_ed905b""))",Firefox 118.0,,,2023-10-09 10:10:05,2023-10-09 10:10:05,"0,419s",PASSED
"click(findTestObject(""Object Repository/Page_Sample Page  Katalon Shop/p_This is an example page. Its different fr_b854e3""))",Firefox 118.0,,,2023-10-09 10:10:05,2023-10-09 10:10:06,"0,508s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Sample Page  Katalon Shop/h1_Sample Page""), ""Sample Page"")",Firefox 118.0,,,2023-10-09 10:10:06,2023-10-09 10:10:06,"0,292s",PASSED
closeBrowser(),Firefox 118.0,,,2023-10-09 10:10:06,2023-10-09 10:10:07,"0,902s",PASSED
